Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,Time of Connect,CarInsurance
3406,49,blue-collar,married,secondary,0,1568,0,0,,21,may,6,-1,0,,3.36.52 AM,3.40.18,0.03.26,0
3407,25,manullgement,married,secondary,0,2228,1,0,cellular,23,jul,1,-1,0,,2.50.58 AM,3.03.32,0.12.34,1
3408,45,blue-collar,married,secondary,0,154,1,0,,7,may,1,-1,0,,2.29.53 AM,2.48.51,0.18.58,1
3409,36,unemployed,married,secondary,0,1766,0,0,,11,jun,2,-1,0,,12.48.42 PM,12.58.37,0.09.55,1
3410,75,retired,married,secondary,0,1470,0,0,telephone,27,feb,1,-1,0,,12.09.39 PM,12.10.28,0.00.49,0
3411,46,technician,married,secondary,0,0,0,0,cellular,30,apr,1,259,2,other,9.30.54 AM,9.34.14,0.03.20,1
3412,61,manullgement,married,tertiary,0,997,0,0,cellular,22,jun,1,104,1,success,2.41.44 AM,2.46.13,0.04.29,1
3413,33,student,married,secondary,0,1536,0,0,cellular,6,aug,2,178,4,success,2.13.05 AM,2.17.23,0.04.18,1
3414,44,manullgement,married,tertiary,0,7818,0,0,cellular,27,may,1,-1,0,,3.49.37 AM,3.56.29,0.06.52,1
3415,58,retired,married,secondary,0,-324,1,0,cellular,7,may,2,-1,0,,9.39.34 AM,9.43.23,0.03.49,0
3416,56,admin.,married,secondary,0,1671,0,0,cellular,28,may,2,-1,0,,9.34.24 AM,9.37.02,0.02.38,0
3417,47,manullgement,married,tertiary,0,288,0,0,cellular,1,oct,1,-1,0,,3.16.11 AM,3.17.52,0.01.41,1
3418,31,manullgement,single,tertiary,0,6248,1,0,,9,may,2,-1,0,,10.46.24 AM,10.48.58,0.02.34,0
3419,47,admin.,married,secondary,0,292,1,0,,19,may,3,-1,0,,1.06.57 AM,1.08.19,0.01.22,0
3420,33,manullgement,single,tertiary,0,0,1,0,cellular,13,may,1,-1,0,,12.13.54 PM,12.23.39,0.09.45,1
3421,30,blue-collar,single,primary,0,0,0,0,cellular,15,jul,3,-1,0,,2.39.40 AM,2.51.36,0.11.56,1
3422,30,housemaid,single,tertiary,0,3185,1,0,cellular,30,dec,3,-1,0,,1.07.39 AM,1.10.17,0.02.38,0
3423,20,student,single,secondary,0,215,0,0,cellular,24,feb,1,92,6,success,10.37.06 AM,10.40.01,0.02.55,1
3424,40,manullgement,married,secondary,0,754,0,1,cellular,6,apr,1,-1,0,,4.27.01 AM,4.37.36,0.10.35,1
3425,32,services,single,secondary,0,152,1,0,cellular,25,may,2,-1,0,,1.46.57 AM,1.49.35,0.02.38,1
3426,26,services,single,tertiary,0,238,1,0,cellular,22,jul,3,-1,0,,11.43.43 AM,11.46.19,0.02.36,0
3427,31,manullgement,single,tertiary,0,98,0,0,cellular,11,aug,2,-1,0,,12.04.33 PM,12.05.42,0.01.09,0
3428,35,blue-collar,divorced,secondary,0,0,1,0,,20,may,1,-1,0,,10.21.50 AM,10.41.55,0.20.05,1
3429,70,housemaid,divorced,primary,0,1311,0,0,cellular,11,aug,1,-1,0,,3.06.21 AM,3.17.12,0.10.51,1
3430,60,retired,married,primary,0,6307,1,0,,11,jun,1,-1,0,,12.29.08 PM,12.35.10,0.06.02,0
3431,37,self-employed,divorced,secondary,0,3467,0,0,,9,jun,2,-1,0,,12.41.03 PM,12.44.08,0.03.05,0
3432,35,manullgement,married,tertiary,0,1133,1,0,cellular,3,nov,1,-1,0,,2.55.56 AM,2.57.38,0.01.42,1
3433,28,unemployed,married,primary,0,7459,1,0,cellular,2,feb,5,269,2,failure,1.30.16 AM,1.46.37,0.16.21,1
3434,18,student,single,primary,0,608,0,0,cellular,13,nov,1,93,1,success,9.54.30 AM,9.58.00,0.03.30,1
3435,32,technician,married,tertiary,0,168,0,0,,27,may,1,-1,0,,11.50.58 AM,11.52.24,0.01.26,0
3436,35,manullgement,married,tertiary,0,925,0,0,cellular,8,jun,4,-1,0,,10.26.13 AM,10.29.33,0.03.20,1
3437,30,technician,single,tertiary,0,0,1,0,cellular,5,jul,1,424,8,success,9.51.44 AM,9.54.04,0.02.20,1
3438,43,services,married,secondary,0,774,0,0,cellular,25,mar,1,421,1,success,12.37.13 PM,12.38.54,0.01.41,1
3439,45,manullgement,married,tertiary,0,385,0,1,cellular,31,jul,16,-1,0,,1.28.34 AM,1.28.46,0.00.12,0
3440,32,services,married,secondary,0,8043,1,0,cellular,21,nov,1,-1,0,,10.01.59 AM,10.05.21,0.03.22,0
3441,39,manullgement,single,tertiary,0,2454,1,0,cellular,4,may,3,263,2,failure,1.27.51 AM,1.39.47,0.11.56,1
3442,56,blue-collar,married,secondary,0,277,0,0,,20,jun,13,-1,0,,3.50.06 AM,3.50.15,0.00.09,0
3443,37,technician,single,tertiary,0,-1,1,0,cellular,2,feb,2,200,7,other,1.31.39 AM,1.35.22,0.03.43,0
3444,48,technician,married,secondary,1,295,0,1,cellular,17,nov,2,-1,0,,5.07.38 AM,5.10.48,0.03.10,0
3445,31,admin.,married,secondary,0,307,1,0,,9,may,1,-1,0,,10.07.58 AM,10.16.56,0.08.58,1
3446,37,blue-collar,married,secondary,0,982,1,0,cellular,9,jul,2,-1,0,,1.23.29 AM,1.27.20,0.03.51,0
3447,39,technician,divorced,secondary,0,807,1,1,cellular,26,aug,6,-1,0,,4.31.34 AM,4.35.03,0.03.29,0
3448,30,blue-collar,married,secondary,0,913,1,1,cellular,19,nov,2,-1,0,,4.54.05 AM,5.01.18,0.07.13,0
3449,38,services,divorced,,0,6360,0,0,,20,jun,2,-1,0,,3.34.43 AM,3.58.12,0.23.29,1
3450,58,retired,married,secondary,0,2714,0,0,cellular,26,may,1,287,2,failure,4.17.46 AM,4.20.31,0.02.45,1
3451,25,self-employed,single,tertiary,0,42,1,0,cellular,3,mar,1,-1,0,,12.38.43 PM,12.44.03,0.05.20,1
3452,26,student,single,tertiary,0,193,0,0,cellular,3,apr,2,-1,0,,12.01.01 PM,12.01.49,0.00.48,0
3453,53,admin.,married,secondary,0,1661,1,1,cellular,17,nov,1,-1,0,,3.33.42 AM,3.35.07,0.01.25,0
3454,22,blue-collar,single,secondary,0,-189,1,0,,30,may,3,-1,0,,2.53.11 AM,2.54.10,0.00.59,0
3455,31,entrepreneur,divorced,secondary,0,290,1,0,cellular,13,apr,1,-1,0,,9.40.18 AM,9.44.08,0.03.50,0
3456,48,technician,single,secondary,0,-92,1,0,cellular,3,feb,1,-1,0,,10.05.03 AM,10.28.16,0.23.13,1
3457,31,manullgement,divorced,tertiary,0,254,0,0,cellular,18,aug,8,-1,0,,9.05.55 AM,9.32.11,0.26.16,1
3458,37,services,single,primary,0,0,0,1,,2,jul,1,-1,0,,5.24.13 AM,5.30.25,0.06.12,0
3459,35,self-employed,married,tertiary,0,1250,1,0,cellular,2,apr,1,136,1,other,2.34.51 AM,2.40.52,0.06.01,0
3460,34,technician,divorced,tertiary,0,674,1,0,cellular,7,aug,2,-1,0,,3.21.41 AM,3.31.28,0.09.47,1
3461,29,blue-collar,married,secondary,0,1074,0,0,cellular,2,feb,1,-1,0,,5.29.37 AM,5.32.10,0.02.33,0
3462,53,manullgement,married,tertiary,0,8627,0,0,cellular,10,feb,1,-1,0,,5.05.39 AM,5.06.45,0.01.06,0
3463,52,self-employed,single,secondary,0,207,0,1,cellular,18,nov,1,-1,0,,11.29.42 AM,11.32.41,0.02.59,0
3464,61,manullgement,married,tertiary,0,6016,0,0,cellular,2,feb,3,-1,0,,12.26.20 PM,12.37.30,0.11.10,1
3465,39,self-employed,married,tertiary,0,-3058,1,1,cellular,17,apr,3,-1,0,,1.49.18 AM,2.04.00,0.14.42,1
3466,56,entrepreneur,married,tertiary,0,8741,1,0,,20,may,3,-1,0,,9.07.07 AM,9.12.25,0.05.18,0
3467,53,technician,married,secondary,0,6831,0,0,cellular,13,may,2,-1,0,,3.41.31 AM,4.00.21,0.18.50,1
3468,75,retired,divorced,primary,0,3881,1,0,cellular,4,feb,3,-1,0,,1.10.52 AM,1.13.08,0.02.16,1
3469,52,admin.,single,secondary,0,2398,1,0,cellular,3,nov,1,-1,0,,4.29.18 AM,4.36.10,0.06.52,1
3470,29,manullgement,single,tertiary,0,697,0,0,cellular,4,feb,1,-1,0,,3.07.21 AM,3.10.47,0.03.26,1
3471,31,admin.,single,secondary,0,-1,1,0,cellular,15,may,1,352,1,failure,9.39.02 AM,9.40.41,0.01.39,0
3472,32,services,single,primary,0,-56,0,1,cellular,19,nov,1,-1,0,,3.55.27 AM,4.02.25,0.06.58,0
3473,53,admin.,divorced,secondary,0,-163,1,0,cellular,17,apr,2,343,2,other,1.30.30 AM,1.36.14,0.05.44,0
3474,49,manullgement,divorced,tertiary,0,651,0,1,cellular,6,aug,3,-1,0,,9.46.51 AM,9.48.10,0.01.19,0
3475,47,blue-collar,married,primary,0,1112,1,0,cellular,13,may,1,-1,0,,10.22.20 AM,10.24.29,0.02.09,0
3476,36,manullgement,married,tertiary,0,699,0,0,cellular,23,jul,1,-1,0,,5.47.19 AM,5.49.24,0.02.05,0
3477,58,unemployed,married,tertiary,0,1798,1,0,cellular,5,feb,8,-1,0,,12.37.14 PM,12.37.33,0.00.19,0
3478,50,blue-collar,married,primary,0,106,0,0,cellular,12,aug,2,-1,0,,5.25.15 AM,5.32.55,0.07.40,0
3479,32,manullgement,divorced,tertiary,0,883,1,0,cellular,10,dec,1,185,5,other,11.07.41 AM,11.20.59,0.13.18,1
3480,27,admin.,married,tertiary,0,346,0,0,cellular,11,oct,1,-1,0,,10.20.06 AM,10.23.38,0.03.32,1
3481,60,technician,divorced,secondary,0,367,0,0,cellular,16,aug,2,-1,0,,12.51.02 PM,12.56.20,0.05.18,1
3482,46,technician,married,tertiary,0,841,1,0,,6,may,1,-1,0,,1.29.51 AM,1.32.29,0.02.38,0
3483,45,technician,married,tertiary,0,5110,0,0,cellular,22,apr,2,-1,0,,12.25.23 PM,12.31.04,0.05.41,1
3484,42,technician,married,tertiary,0,-378,1,1,cellular,15,may,7,330,2,failure,12.01.55 PM,12.02.06,0.00.11,0
3485,35,entrepreneur,married,secondary,0,2971,0,0,cellular,4,may,4,164,2,failure,9.59.30 AM,10.06.39,0.07.09,1
3486,40,technician,married,secondary,0,694,1,0,cellular,4,feb,4,196,5,failure,5.37.06 AM,5.38.43,0.01.37,0
3487,36,manullgement,divorced,tertiary,0,3611,1,0,,4,jun,3,-1,0,,12.10.30 PM,12.16.17,0.05.47,0
3488,19,student,single,,0,1169,0,0,cellular,6,feb,18,-1,0,,4.51.30 AM,4.59.13,0.07.43,0
3489,40,blue-collar,married,primary,0,46,1,0,,6,may,1,-1,0,,4.17.13 AM,4.19.12,0.01.59,0
3490,58,blue-collar,married,primary,0,6762,0,0,cellular,28,aug,25,-1,0,,10.28.32 AM,10.28.41,0.00.09,0
3491,43,,married,primary,0,2113,0,0,cellular,29,jul,2,-1,0,,12.39.57 PM,12.40.30,0.00.33,0
3492,39,manullgement,married,tertiary,0,20932,0,0,cellular,21,nov,2,-1,0,,4.54.47 AM,4.56.54,0.02.07,0
3493,36,blue-collar,divorced,secondary,0,313,1,1,cellular,17,apr,2,-1,0,,10.06.42 AM,10.11.06,0.04.24,0
3494,42,technician,married,,0,1559,0,0,cellular,30,apr,1,-1,0,,2.58.20 AM,3.04.28,0.06.08,1
3495,40,technician,married,tertiary,0,1554,0,0,cellular,30,jan,1,-1,0,,1.35.52 AM,1.37.31,0.01.39,0
3497,31,manullgement,single,tertiary,0,37,0,0,cellular,8,aug,2,-1,0,,9.36.45 AM,9.47.54,0.11.09,1
3498,44,technician,married,secondary,0,608,0,0,cellular,26,aug,2,-1,0,,3.22.03 AM,3.24.11,0.02.08,0
3499,46,manullgement,married,tertiary,0,964,1,0,cellular,8,apr,1,-1,0,,10.49.30 AM,10.52.24,0.02.54,0
3500,70,retired,divorced,primary,0,275,0,0,cellular,15,apr,1,-1,0,,3.31.42 AM,3.33.04,0.01.22,1
3501,27,admin.,single,secondary,0,1327,0,0,cellular,12,apr,1,241,9,other,12.39.36 PM,12.45.15,0.05.39,0
3502,32,manullgement,single,tertiary,0,2059,0,0,cellular,4,feb,2,-1,0,,5.07.29 AM,5.22.15,0.14.46,0
3503,43,manullgement,married,tertiary,0,2383,0,0,cellular,13,aug,6,-1,0,,10.37.25 AM,10.43.44,0.06.19,1
3504,56,unemployed,married,primary,0,3391,0,0,cellular,21,apr,1,-1,0,,9.32.21 AM,9.36.24,0.04.03,1
3505,25,entrepreneur,single,tertiary,0,347,0,0,cellular,20,aug,1,-1,0,,12.25.07 PM,12.29.34,0.04.27,1
3506,43,manullgement,married,tertiary,0,445,0,1,,20,jun,4,-1,0,,1.33.19 AM,1.36.35,0.03.16,0
3507,38,services,married,secondary,0,2678,0,0,cellular,28,sep,2,187,1,success,4.54.47 AM,4.59.29,0.04.42,1
3508,33,technician,married,secondary,0,557,0,0,cellular,4,may,1,-1,0,,12.15.42 PM,12.21.49,0.06.07,1
3509,33,manullgement,single,tertiary,0,7084,0,0,cellular,27,aug,8,-1,0,,9.16.32 AM,9.25.04,0.08.32,1
3510,54,self-employed,divorced,tertiary,0,0,1,1,cellular,29,jan,3,-1,0,,10.14.15 AM,10.19.24,0.05.09,0
3511,62,self-employed,divorced,tertiary,0,6,1,0,cellular,13,apr,1,182,3,success,9.15.26 AM,9.17.09,0.01.43,1
3512,28,blue-collar,single,secondary,0,0,1,0,,28,may,1,-1,0,,3.07.45 AM,3.14.11,0.06.26,0
3513,25,student,single,secondary,0,486,0,0,cellular,13,sep,3,199,4,failure,1.33.03 AM,1.37.36,0.04.33,1
3514,30,unemployed,single,tertiary,0,1622,0,0,cellular,19,nov,1,-1,0,,1.49.10 AM,1.53.12,0.04.02,0
3515,34,technician,single,tertiary,0,992,1,0,cellular,5,feb,2,-1,0,,12.08.55 PM,12.10.06,0.01.11,1
3516,36,manullgement,single,tertiary,0,1400,1,0,cellular,11,may,3,-1,0,,3.05.25 AM,3.15.33,0.10.08,1
3518,31,manullgement,married,tertiary,0,22546,1,0,cellular,20,aug,4,-1,0,,4.52.17 AM,4.53.45,0.01.28,0
3519,47,manullgement,married,secondary,0,7,0,0,cellular,8,aug,2,-1,0,,3.08.56 AM,3.11.51,0.02.55,0
3520,56,retired,married,,0,230,0,0,cellular,8,sep,1,92,2,failure,4.59.14 AM,5.02.01,0.02.47,0
3521,32,manullgement,married,tertiary,0,132,1,0,,30,may,2,-1,0,,4.40.17 AM,4.49.42,0.09.25,0
3522,37,manullgement,married,tertiary,0,784,1,0,cellular,9,feb,3,-1,0,,3.47.02 AM,3.47.43,0.00.41,0
3523,37,technician,married,secondary,0,1610,0,0,,16,jun,2,-1,0,,12.20.26 PM,12.22.46,0.02.20,0
3524,54,retired,divorced,tertiary,0,2682,1,0,cellular,14,may,1,-1,0,,3.27.00 AM,3.32.34,0.05.34,0
3525,21,student,single,primary,0,423,0,0,cellular,8,apr,5,-1,0,,4.29.26 AM,4.31.10,0.01.44,1
3526,44,technician,single,,0,78,1,0,,6,may,6,-1,0,,10.08.24 AM,10.08.37,0.00.13,0
3527,29,technician,single,secondary,0,113,0,0,cellular,12,feb,2,183,4,success,5.34.17 AM,5.39.45,0.05.28,1
3528,58,services,divorced,secondary,0,462,0,0,cellular,12,aug,1,-1,0,,10.58.42 AM,11.04.14,0.05.32,1
3529,50,blue-collar,married,secondary,0,326,0,0,cellular,28,aug,9,-1,0,,10.15.07 AM,10.17.44,0.02.37,0
3530,43,admin.,married,secondary,0,378,0,0,cellular,30,jul,8,-1,0,,10.54.25 AM,11.07.27,0.13.02,1
3531,31,services,single,secondary,0,1709,0,1,telephone,28,jan,3,-1,0,,4.46.59 AM,5.02.43,0.15.44,1
3532,35,blue-collar,married,primary,0,373,0,0,cellular,17,apr,2,-1,0,,3.19.34 AM,3.25.09,0.05.35,0
3533,50,blue-collar,married,primary,0,4979,0,0,telephone,6,apr,1,-1,0,,5.36.59 AM,5.39.59,0.03.00,1
3534,47,housemaid,married,secondary,0,0,1,0,telephone,13,may,2,-1,0,,4.33.03 AM,4.33.23,0.00.20,0
3535,42,blue-collar,married,primary,0,205,1,0,cellular,17,apr,1,-1,0,,4.09.00 AM,4.18.42,0.09.42,0
3536,53,technician,married,secondary,0,180,0,1,cellular,19,aug,2,-1,0,,10.31.53 AM,10.32.51,0.00.58,0
3537,56,retired,divorced,tertiary,0,13094,0,0,cellular,25,may,1,-1,0,,4.19.36 AM,4.37.20,0.17.44,1
3538,35,manullgement,married,tertiary,0,43,1,0,cellular,20,apr,1,-1,0,,2.18.35 AM,2.32.55,0.14.20,1
3539,60,technician,married,secondary,0,2639,1,0,,14,may,2,-1,0,,10.24.06 AM,10.32.09,0.08.03,0
3540,32,manullgement,single,tertiary,0,151,0,0,,23,may,2,-1,0,,4.50.53 AM,4.52.44,0.01.51,0
3541,41,housemaid,married,secondary,0,12,0,1,cellular,28,jul,3,-1,0,,2.09.00 AM,2.16.52,0.07.52,0
3542,42,blue-collar,married,secondary,0,160,1,1,,26,jun,1,-1,0,,5.26.05 AM,5.29.15,0.03.10,0
3543,54,manullgement,married,tertiary,0,148,0,1,cellular,24,jul,3,-1,0,,2.48.47 AM,2.49.29,0.00.42,0
3544,57,retired,married,primary,0,5799,0,0,,17,jun,1,-1,0,,3.21.34 AM,3.23.11,0.01.37,0
3545,28,services,single,primary,0,198,0,0,cellular,4,feb,2,-1,0,,12.43.32 PM,12.59.48,0.16.16,1
3546,31,manullgement,single,tertiary,0,12569,0,0,cellular,9,sep,1,295,1,failure,3.26.03 AM,3.31.47,0.05.44,1
3547,55,manullgement,divorced,tertiary,0,1633,0,0,telephone,2,jun,1,-1,0,,10.52.59 AM,10.55.07,0.02.08,0
3548,28,admin.,single,tertiary,0,832,0,0,telephone,29,mar,3,342,1,failure,2.12.52 AM,2.20.05,0.07.13,1
3549,58,technician,single,secondary,0,382,0,0,cellular,13,aug,2,-1,0,,2.15.16 AM,2.22.56,0.07.40,0
3550,47,manullgement,single,tertiary,0,86,0,0,cellular,2,feb,1,-1,0,,11.04.36 AM,11.22.42,0.18.06,1
3551,60,technician,divorced,tertiary,0,1900,1,0,,29,may,3,-1,0,,10.42.44 AM,10.44.01,0.01.17,0
3552,32,manullgement,married,tertiary,0,1331,0,0,cellular,12,nov,1,92,5,failure,12.40.44 PM,12.42.50,0.02.06,1
3553,48,services,married,secondary,0,6127,1,0,,15,may,1,-1,0,,5.06.13 AM,5.07.50,0.01.37,0
3554,27,student,single,secondary,0,8366,0,0,cellular,7,may,2,349,1,other,2.06.46 AM,2.14.24,0.07.38,0
3555,50,self-employed,married,secondary,0,5312,0,0,cellular,23,jul,3,-1,0,,5.31.28 AM,5.33.14,0.01.46,0
3557,48,technician,married,secondary,0,0,0,0,cellular,19,aug,2,-1,0,,2.08.28 AM,2.12.03,0.03.35,0
3558,30,technician,married,secondary,0,484,1,0,,6,may,1,-1,0,,11.21.23 AM,11.33.06,0.11.43,1
3559,31,manullgement,married,tertiary,0,792,0,0,cellular,20,aug,14,-1,0,,9.33.11 AM,9.45.54,0.12.43,1
3560,54,blue-collar,married,,0,6251,1,0,,29,may,3,-1,0,,12.23.02 PM,12.30.03,0.07.01,0
3561,30,technician,single,tertiary,0,2832,0,0,cellular,18,aug,6,-1,0,,4.29.29 AM,4.35.19,0.05.50,0
3562,25,services,married,secondary,0,10,1,0,cellular,7,may,1,294,1,failure,9.03.11 AM,9.04.02,0.00.51,0
3563,45,technician,divorced,secondary,0,1738,0,0,cellular,21,nov,1,106,2,failure,10.42.44 AM,10.44.03,0.01.19,0
3565,38,manullgement,single,tertiary,0,455,1,0,cellular,19,feb,2,555,6,success,4.37.15 AM,4.41.30,0.04.15,1
3566,72,retired,married,secondary,0,676,0,0,cellular,25,aug,3,-1,0,,9.33.59 AM,9.37.07,0.03.08,0
3567,37,blue-collar,married,secondary,0,5334,0,0,,6,jun,1,-1,0,,5.36.53 AM,5.37.51,0.00.58,0
3568,37,manullgement,divorced,tertiary,0,153,1,0,cellular,30,apr,1,70,2,other,10.02.45 AM,10.06.26,0.03.41,0
3569,40,blue-collar,married,secondary,0,188,1,1,,20,jun,2,-1,0,,2.40.14 AM,2.49.44,0.09.30,1
3570,47,manullgement,married,tertiary,0,1224,0,0,cellular,21,aug,2,-1,0,,3.57.48 AM,4.00.57,0.03.09,0
3571,30,unemployed,single,secondary,0,40,0,0,cellular,5,feb,1,-1,0,,3.30.21 AM,3.32.34,0.02.13,0
3572,38,manullgement,single,tertiary,0,8953,0,1,cellular,20,nov,1,-1,0,,10.54.55 AM,10.59.56,0.05.01,0
3573,38,blue-collar,married,secondary,0,1627,0,0,,16,jun,9,-1,0,,1.18.31 AM,1.40.34,0.22.03,1
3574,31,manullgement,married,secondary,0,8629,1,0,,21,may,2,-1,0,,9.39.53 AM,9.40.20,0.00.27,0
3575,44,self-employed,divorced,tertiary,0,1070,1,0,cellular,12,aug,2,104,3,success,11.47.42 AM,11.49.59,0.02.17,1
3576,28,blue-collar,single,secondary,0,623,0,0,,18,jun,41,-1,0,,10.27.24 AM,10.27.49,0.00.25,0
3577,43,retired,married,secondary,0,860,0,0,telephone,30,oct,1,-1,0,,10.41.42 AM,10.43.54,0.02.12,1
3578,34,technician,single,secondary,0,1279,1,0,cellular,22,jul,2,160,8,other,5.02.12 AM,5.05.06,0.02.54,1
3579,30,blue-collar,married,primary,0,-336,0,0,cellular,10,jul,6,-1,0,,1.04.49 AM,1.06.57,0.02.08,0
3580,54,manullgement,married,tertiary,0,1623,0,0,cellular,31,jul,8,-1,0,,12.38.15 PM,12.38.40,0.00.25,0
3581,35,manullgement,married,tertiary,0,4124,1,0,cellular,23,jul,2,445,7,other,5.15.32 AM,5.21.22,0.05.50,1
3582,43,manullgement,single,tertiary,0,0,0,0,cellular,30,jun,2,296,1,failure,4.08.12 AM,4.12.47,0.04.35,1
3583,36,admin.,single,secondary,0,507,1,0,cellular,18,may,1,300,2,success,3.49.33 AM,3.53.57,0.04.24,0
3584,31,manullgement,single,tertiary,0,177,1,0,cellular,15,may,1,-1,0,,9.02.47 AM,9.04.51,0.02.04,0
3585,39,admin.,married,tertiary,0,722,0,0,telephone,23,apr,1,-1,0,,12.46.11 PM,12.48.32,0.02.21,0
3586,26,technician,married,,0,-277,1,0,cellular,16,apr,2,-1,0,,2.02.51 AM,2.19.49,0.16.58,0
3587,43,manullgement,married,tertiary,0,1825,1,0,,20,may,2,-1,0,,10.21.32 AM,10.33.54,0.12.22,0
3588,33,blue-collar,married,secondary,0,89,1,0,cellular,18,jul,2,-1,0,,9.05.23 AM,9.10.01,0.04.38,1
3589,31,technician,married,secondary,0,7,0,0,telephone,6,aug,6,-1,0,,12.20.39 PM,12.22.35,0.01.56,0
3590,37,manullgement,single,tertiary,0,8828,0,0,,12,jun,3,-1,0,,2.37.08 AM,2.53.58,0.16.50,1
3591,37,manullgement,divorced,tertiary,0,488,1,0,cellular,17,sep,1,854,2,failure,10.43.12 AM,10.48.40,0.05.28,1
3592,49,admin.,married,secondary,0,5361,0,0,cellular,7,aug,1,-1,0,,1.27.42 AM,1.28.52,0.01.10,0
3593,45,manullgement,divorced,tertiary,0,6572,1,0,cellular,17,nov,2,-1,0,,3.48.20 AM,3.49.02,0.00.42,0
3594,43,manullgement,married,secondary,0,392,0,0,,17,jun,5,-1,0,,9.09.10 AM,9.14.42,0.05.32,0
3595,36,manullgement,divorced,tertiary,0,1057,0,0,cellular,19,jul,2,164,2,failure,9.48.46 AM,9.52.36,0.03.50,1
3596,34,technician,married,secondary,0,1,0,1,,25,jun,1,-1,0,,5.28.14 AM,5.29.07,0.00.53,0
3597,33,admin.,single,secondary,0,1779,1,0,,21,may,2,-1,0,,2.06.10 AM,2.09.05,0.02.55,0
3598,30,technician,single,tertiary,0,0,1,0,cellular,5,jun,2,-1,0,,11.57.38 AM,12.00.17,0.02.39,1
3599,59,manullgement,divorced,tertiary,0,258,1,0,telephone,29,oct,1,-1,0,,4.51.54 AM,4.56.20,0.04.26,1
3600,48,technician,married,secondary,0,566,0,0,cellular,7,aug,3,-1,0,,9.51.07 AM,9.51.58,0.00.51,0
3601,61,admin.,married,,0,4629,1,0,cellular,29,jul,3,183,2,success,3.26.02 AM,3.31.51,0.05.49,1
3602,26,technician,single,secondary,0,44,0,0,cellular,30,oct,1,-1,0,,3.14.07 AM,3.17.44,0.03.37,1
3603,48,unemployed,married,secondary,0,926,0,0,cellular,12,aug,2,178,10,success,12.33.41 PM,12.42.05,0.08.24,1
3604,46,services,divorced,secondary,0,-179,0,0,cellular,2,feb,1,214,2,failure,10.01.27 AM,10.03.58,0.02.31,0
3605,48,manullgement,married,tertiary,0,2351,0,0,cellular,15,sep,1,105,3,success,4.38.41 AM,4.41.11,0.02.30,1
3606,33,manullgement,married,secondary,0,336,0,0,cellular,15,apr,3,-1,0,,3.29.42 AM,3.32.41,0.02.59,1
3607,44,technician,divorced,secondary,0,275,0,0,cellular,17,nov,1,-1,0,,5.51.05 AM,6.09.02,0.17.57,1
3608,39,technician,married,tertiary,0,1524,0,0,cellular,20,apr,1,-1,0,,3.58.29 AM,4.07.56,0.09.27,1
3609,58,technician,married,tertiary,0,1692,1,0,telephone,17,jul,5,-1,0,,1.28.15 AM,1.36.52,0.08.37,0
3610,41,blue-collar,married,secondary,1,-204,1,0,,15,may,7,-1,0,,4.10.39 AM,4.11.29,0.00.50,0
3611,40,blue-collar,married,secondary,0,5060,0,0,cellular,10,feb,2,93,1,success,10.46.05 AM,10.48.39,0.02.34,1
3612,43,housemaid,married,primary,0,410,1,1,cellular,30,jul,2,-1,0,,4.03.55 AM,4.04.45,0.00.50,0
3613,49,admin.,married,secondary,0,3608,1,0,cellular,30,apr,1,168,1,success,12.15.00 PM,12.19.12,0.04.12,1
3614,32,admin.,single,tertiary,0,1531,1,0,cellular,15,may,1,352,5,failure,11.42.21 AM,11.43.19,0.00.58,0
3615,26,blue-collar,single,secondary,0,-214,1,0,,13,may,4,-1,0,,4.51.53 AM,4.53.19,0.01.26,0
3616,39,,single,,0,0,0,0,telephone,28,jan,1,-1,0,,10.20.54 AM,10.21.22,0.00.28,0
3617,43,blue-collar,married,secondary,0,1335,1,0,,6,may,2,-1,0,,5.33.04 AM,5.39.15,0.06.11,0
3618,37,admin.,single,tertiary,0,1000,1,0,cellular,22,sep,1,99,2,success,12.27.13 PM,12.31.12,0.03.59,1
3619,51,entrepreneur,married,primary,0,726,1,1,cellular,15,apr,2,-1,0,,12.35.38 PM,12.37.05,0.01.27,0
3620,46,admin.,divorced,secondary,0,2196,0,0,cellular,28,jul,5,-1,0,,9.43.15 AM,9.52.48,0.09.33,1
3621,81,retired,married,primary,0,0,0,0,telephone,11,aug,1,-1,0,,12.08.28 PM,12.11.46,0.03.18,0
3622,31,manullgement,married,tertiary,0,18,1,0,cellular,30,jul,19,-1,0,,12.38.13 PM,12.39.25,0.01.12,0
3623,53,technician,married,secondary,0,1319,0,0,,19,jun,3,-1,0,,12.14.02 PM,12.36.00,0.21.58,1
3624,30,manullgement,single,tertiary,0,501,1,0,,23,may,3,-1,0,,9.41.58 AM,9.45.27,0.03.29,0
3625,31,admin.,married,secondary,0,352,0,0,telephone,28,oct,1,-1,0,,9.47.19 AM,9.48.19,0.01.00,0
3626,53,manullgement,married,tertiary,0,15,0,0,cellular,20,aug,2,-1,0,,4.06.41 AM,4.22.02,0.15.21,1
3627,47,services,divorced,tertiary,0,1639,0,0,cellular,12,jan,1,-1,0,,2.25.57 AM,2.31.46,0.05.49,1
